phase,dataset,model,model_type,preprocessing,accuracy,f1,precision,recall,roc_auc,training_time_seconds,missing_mechanism,missing_rate,device,error
3.4,slovak_manufacture_13,logistic_regression,Classical,median,0.9914841849148418,0.9884558275998911,0.9854459133867369,0.9914841849148418,0.9953022875816994,0.008174896240234375,native,0,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,median,0.9914841849148418,0.9910997098252653,0.9907602140642728,0.9914841849148418,0.9959150326797386,0.1581284999847412,native,0,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,knn,0.9914841849148418,0.9910997098252653,0.9907602140642728,0.9914841849148418,0.991625816993464,0.006374835968017578,native,0,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,knn,0.9951338199513382,0.9951338199513382,0.9951338199513382,0.9951338199513382,0.9971405228758169,0.14960980415344238,native,0,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,mean,0.9914841849148418,0.9884558275998911,0.9854459133867369,0.9914841849148418,0.9867238562091504,0.00748133659362793,MCAR,5,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,mean,0.9951338199513382,0.9946501800248372,0.9945344707583031,0.9951338199513382,0.9973447712418301,0.14986777305603027,MCAR,5,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,median,0.9914841849148418,0.9884558275998911,0.9854459133867369,0.9914841849148418,0.9953022875816994,0.007961273193359375,MCAR,5,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,median,0.9914841849148418,0.9910997098252653,0.9907602140642728,0.9914841849148418,0.9959150326797386,0.14757084846496582,MCAR,5,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,knn,0.9914841849148418,0.9910997098252653,0.9907602140642728,0.9914841849148418,0.991625816993464,0.006606101989746094,MCAR,5,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,knn,0.9951338199513382,0.9951338199513382,0.9951338199513382,0.9951338199513382,0.9971405228758169,0.13573455810546875,MCAR,5,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,mean,0.9914841849148418,0.9884558275998911,0.9854459133867369,0.9914841849148418,0.9867238562091504,0.007376670837402344,MCAR,10,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,mean,0.9951338199513382,0.9946501800248372,0.9945344707583031,0.9951338199513382,0.9973447712418301,0.14704036712646484,MCAR,10,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,median,0.9914841849148418,0.9884558275998911,0.9854459133867369,0.9914841849148418,0.9953022875816994,0.007692813873291016,MCAR,10,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,median,0.9914841849148418,0.9910997098252653,0.9907602140642728,0.9914841849148418,0.9959150326797386,0.14761972427368164,MCAR,10,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,knn,0.9914841849148418,0.9910997098252653,0.9907602140642728,0.9914841849148418,0.991625816993464,0.006995439529418945,MCAR,10,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,knn,0.9951338199513382,0.9951338199513382,0.9951338199513382,0.9951338199513382,0.9971405228758169,0.1480100154876709,MCAR,10,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,mean,0.9914841849148418,0.9884558275998911,0.9854459133867369,0.9914841849148418,0.9867238562091504,0.0071027278900146484,MCAR,15,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,mean,0.9951338199513382,0.9946501800248372,0.9945344707583031,0.9951338199513382,0.9973447712418301,0.14660930633544922,MCAR,15,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,median,0.9914841849148418,0.9884558275998911,0.9854459133867369,0.9914841849148418,0.9953022875816994,0.008191823959350586,MCAR,15,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,median,0.9914841849148418,0.9910997098252653,0.9907602140642728,0.9914841849148418,0.9959150326797386,0.13801169395446777,MCAR,15,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,knn,0.9914841849148418,0.9910997098252653,0.9907602140642728,0.9914841849148418,0.991625816993464,0.006764411926269531,MCAR,15,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,knn,0.9951338199513382,0.9951338199513382,0.9951338199513382,0.9951338199513382,0.9971405228758169,0.13379812240600586,MCAR,15,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,mean,0.9914841849148418,0.9884558275998911,0.9854459133867369,0.9914841849148418,0.9867238562091504,0.008056640625,MCAR,20,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,mean,0.9951338199513382,0.9946501800248372,0.9945344707583031,0.9951338199513382,0.9973447712418301,0.14738035202026367,MCAR,20,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,median,0.9914841849148418,0.9884558275998911,0.9854459133867369,0.9914841849148418,0.9953022875816994,0.007745027542114258,MCAR,20,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,median,0.9914841849148418,0.9910997098252653,0.9907602140642728,0.9914841849148418,0.9959150326797386,0.14808440208435059,MCAR,20,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,knn,0.9914841849148418,0.9910997098252653,0.9907602140642728,0.9914841849148418,0.991625816993464,0.007114410400390625,MCAR,20,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,knn,0.9951338199513382,0.9951338199513382,0.9951338199513382,0.9951338199513382,0.9971405228758169,0.1423330307006836,MCAR,20,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,mean,0.9914841849148418,0.9884558275998911,0.9854459133867369,0.9914841849148418,0.9867238562091504,0.007427215576171875,MCAR,30,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,mean,0.9951338199513382,0.9946501800248372,0.9945344707583031,0.9951338199513382,0.9973447712418301,0.1484835147857666,MCAR,30,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,median,0.9914841849148418,0.9884558275998911,0.9854459133867369,0.9914841849148418,0.9953022875816994,0.008050680160522461,MCAR,30,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,median,0.9914841849148418,0.9910997098252653,0.9907602140642728,0.9914841849148418,0.9959150326797386,0.13827276229858398,MCAR,30,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,knn,0.9914841849148418,0.9910997098252653,0.9907602140642728,0.9914841849148418,0.991625816993464,0.0067234039306640625,MCAR,30,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,knn,0.9951338199513382,0.9951338199513382,0.9951338199513382,0.9951338199513382,0.9971405228758169,0.14574527740478516,MCAR,30,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,mean,0.9914841849148418,0.9884558275998911,0.9854459133867369,0.9914841849148418,0.9867238562091504,0.007453203201293945,MCAR,40,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,mean,0.9951338199513382,0.9946501800248372,0.9945344707583031,0.9951338199513382,0.9973447712418301,0.1470167636871338,MCAR,40,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,median,0.9914841849148418,0.9884558275998911,0.9854459133867369,0.9914841849148418,0.9953022875816994,0.008211135864257812,MCAR,40,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,median,0.9914841849148418,0.9910997098252653,0.9907602140642728,0.9914841849148418,0.9959150326797386,0.1477212905883789,MCAR,40,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,knn,0.9914841849148418,0.9910997098252653,0.9907602140642728,0.9914841849148418,0.991625816993464,0.0061833858489990234,MCAR,40,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,knn,0.9951338199513382,0.9951338199513382,0.9951338199513382,0.9951338199513382,0.9971405228758169,0.13619279861450195,MCAR,40,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,mean,0.9914841849148418,0.9884558275998911,0.9854459133867369,0.9914841849148418,0.9867238562091504,0.007185935974121094,MAR,5,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,mean,0.9951338199513382,0.9946501800248372,0.9945344707583031,0.9951338199513382,0.9973447712418301,0.1264045238494873,MAR,5,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,median,0.9914841849148418,0.9884558275998911,0.9854459133867369,0.9914841849148418,0.9953022875816994,0.008134841918945312,MAR,5,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,median,0.9914841849148418,0.9910997098252653,0.9907602140642728,0.9914841849148418,0.9959150326797386,0.15704703330993652,MAR,5,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,knn,0.9914841849148418,0.9910997098252653,0.9907602140642728,0.9914841849148418,0.991625816993464,0.006475687026977539,MAR,5,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,knn,0.9951338199513382,0.9951338199513382,0.9951338199513382,0.9951338199513382,0.9971405228758169,0.12682533264160156,MAR,5,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,mean,0.9914841849148418,0.9884558275998911,0.9854459133867369,0.9914841849148418,0.9867238562091504,0.007097721099853516,MAR,10,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,mean,0.9951338199513382,0.9946501800248372,0.9945344707583031,0.9951338199513382,0.9973447712418301,0.14991402626037598,MAR,10,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,median,0.9914841849148418,0.9884558275998911,0.9854459133867369,0.9914841849148418,0.9953022875816994,0.007926225662231445,MAR,10,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,median,0.9914841849148418,0.9910997098252653,0.9907602140642728,0.9914841849148418,0.9959150326797386,0.15796160697937012,MAR,10,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,knn,0.9914841849148418,0.9910997098252653,0.9907602140642728,0.9914841849148418,0.991625816993464,0.006369590759277344,MAR,10,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,knn,0.9951338199513382,0.9951338199513382,0.9951338199513382,0.9951338199513382,0.9971405228758169,0.13742303848266602,MAR,10,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,mean,0.9914841849148418,0.9884558275998911,0.9854459133867369,0.9914841849148418,0.9867238562091504,0.0071446895599365234,MAR,15,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,mean,0.9951338199513382,0.9946501800248372,0.9945344707583031,0.9951338199513382,0.9973447712418301,0.15934062004089355,MAR,15,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,median,0.9914841849148418,0.9884558275998911,0.9854459133867369,0.9914841849148418,0.9953022875816994,0.008302688598632812,MAR,15,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,median,0.9914841849148418,0.9910997098252653,0.9907602140642728,0.9914841849148418,0.9959150326797386,0.15682673454284668,MAR,15,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,knn,0.9914841849148418,0.9910997098252653,0.9907602140642728,0.9914841849148418,0.991625816993464,0.006882667541503906,MAR,15,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,knn,0.9951338199513382,0.9951338199513382,0.9951338199513382,0.9951338199513382,0.9971405228758169,0.1479182243347168,MAR,15,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,mean,0.9914841849148418,0.9884558275998911,0.9854459133867369,0.9914841849148418,0.9867238562091504,0.007248878479003906,MAR,20,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,mean,0.9951338199513382,0.9946501800248372,0.9945344707583031,0.9951338199513382,0.9973447712418301,0.1580188274383545,MAR,20,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,median,0.9914841849148418,0.9884558275998911,0.9854459133867369,0.9914841849148418,0.9953022875816994,0.008195877075195312,MAR,20,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,median,0.9914841849148418,0.9910997098252653,0.9907602140642728,0.9914841849148418,0.9959150326797386,0.1392502784729004,MAR,20,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,knn,0.9914841849148418,0.9910997098252653,0.9907602140642728,0.9914841849148418,0.991625816993464,0.007007598876953125,MAR,20,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,knn,0.9951338199513382,0.9951338199513382,0.9951338199513382,0.9951338199513382,0.9971405228758169,0.13859319686889648,MAR,20,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,mean,0.9914841849148418,0.9884558275998911,0.9854459133867369,0.9914841849148418,0.9867238562091504,0.0073010921478271484,MAR,30,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,mean,0.9951338199513382,0.9946501800248372,0.9945344707583031,0.9951338199513382,0.9973447712418301,0.1472029685974121,MAR,30,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,median,0.9914841849148418,0.9884558275998911,0.9854459133867369,0.9914841849148418,0.9953022875816994,0.00804281234741211,MAR,30,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,median,0.9914841849148418,0.9910997098252653,0.9907602140642728,0.9914841849148418,0.9959150326797386,0.1382884979248047,MAR,30,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,knn,0.9914841849148418,0.9910997098252653,0.9907602140642728,0.9914841849148418,0.991625816993464,0.006843090057373047,MAR,30,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,knn,0.9951338199513382,0.9951338199513382,0.9951338199513382,0.9951338199513382,0.9971405228758169,0.15636825561523438,MAR,30,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,mean,0.9914841849148418,0.9884558275998911,0.9854459133867369,0.9914841849148418,0.9867238562091504,0.007380247116088867,MAR,40,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,mean,0.9951338199513382,0.9946501800248372,0.9945344707583031,0.9951338199513382,0.9973447712418301,0.15419530868530273,MAR,40,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,median,0.9914841849148418,0.9884558275998911,0.9854459133867369,0.9914841849148418,0.9953022875816994,0.0077936649322509766,MAR,40,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,median,0.9914841849148418,0.9910997098252653,0.9907602140642728,0.9914841849148418,0.9959150326797386,0.15738177299499512,MAR,40,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,knn,0.9914841849148418,0.9910997098252653,0.9907602140642728,0.9914841849148418,0.991625816993464,0.0069141387939453125,MAR,40,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,knn,0.9951338199513382,0.9951338199513382,0.9951338199513382,0.9951338199513382,0.9971405228758169,0.1565263271331787,MAR,40,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,mean,0.9914841849148418,0.9884558275998911,0.9854459133867369,0.9914841849148418,0.9867238562091504,0.007225513458251953,MNAR,5,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,mean,0.9951338199513382,0.9946501800248372,0.9945344707583031,0.9951338199513382,0.9973447712418301,0.15217852592468262,MNAR,5,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,median,0.9914841849148418,0.9884558275998911,0.9854459133867369,0.9914841849148418,0.9953022875816994,0.008699893951416016,MNAR,5,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,median,0.9914841849148418,0.9910997098252653,0.9907602140642728,0.9914841849148418,0.9959150326797386,0.1582047939300537,MNAR,5,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,knn,0.9914841849148418,0.9910997098252653,0.9907602140642728,0.9914841849148418,0.991625816993464,0.006845235824584961,MNAR,5,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,knn,0.9951338199513382,0.9951338199513382,0.9951338199513382,0.9951338199513382,0.9971405228758169,0.12547659873962402,MNAR,5,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,mean,0.9914841849148418,0.9884558275998911,0.9854459133867369,0.9914841849148418,0.9867238562091504,0.0073642730712890625,MNAR,10,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,mean,0.9951338199513382,0.9946501800248372,0.9945344707583031,0.9951338199513382,0.9973447712418301,0.15108466148376465,MNAR,10,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,median,0.9914841849148418,0.9884558275998911,0.9854459133867369,0.9914841849148418,0.9953022875816994,0.00812983512878418,MNAR,10,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,median,0.9914841849148418,0.9910997098252653,0.9907602140642728,0.9914841849148418,0.9959150326797386,0.14685320854187012,MNAR,10,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,knn,0.9914841849148418,0.9910997098252653,0.9907602140642728,0.9914841849148418,0.991625816993464,0.006632804870605469,MNAR,10,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,knn,0.9951338199513382,0.9951338199513382,0.9951338199513382,0.9951338199513382,0.9971405228758169,0.14804792404174805,MNAR,10,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,mean,0.9914841849148418,0.9884558275998911,0.9854459133867369,0.9914841849148418,0.9867238562091504,0.007250070571899414,MNAR,15,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,mean,0.9951338199513382,0.9946501800248372,0.9945344707583031,0.9951338199513382,0.9973447712418301,0.1490461826324463,MNAR,15,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,median,0.9914841849148418,0.9884558275998911,0.9854459133867369,0.9914841849148418,0.9953022875816994,0.00807952880859375,MNAR,15,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,median,0.9914841849148418,0.9910997098252653,0.9907602140642728,0.9914841849148418,0.9959150326797386,0.15595459938049316,MNAR,15,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,knn,0.9914841849148418,0.9910997098252653,0.9907602140642728,0.9914841849148418,0.991625816993464,0.0075953006744384766,MNAR,15,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,knn,0.9951338199513382,0.9951338199513382,0.9951338199513382,0.9951338199513382,0.9971405228758169,0.15678095817565918,MNAR,15,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,mean,0.9914841849148418,0.9884558275998911,0.9854459133867369,0.9914841849148418,0.9867238562091504,0.00747990608215332,MNAR,20,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,mean,0.9951338199513382,0.9946501800248372,0.9945344707583031,0.9951338199513382,0.9973447712418301,0.14732933044433594,MNAR,20,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,median,0.9914841849148418,0.9884558275998911,0.9854459133867369,0.9914841849148418,0.9953022875816994,0.007643938064575195,MNAR,20,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,median,0.9914841849148418,0.9910997098252653,0.9907602140642728,0.9914841849148418,0.9959150326797386,0.15635919570922852,MNAR,20,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,knn,0.9914841849148418,0.9910997098252653,0.9907602140642728,0.9914841849148418,0.991625816993464,0.007294178009033203,MNAR,20,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,knn,0.9951338199513382,0.9951338199513382,0.9951338199513382,0.9951338199513382,0.9971405228758169,0.1472334861755371,MNAR,20,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,mean,0.9914841849148418,0.9884558275998911,0.9854459133867369,0.9914841849148418,0.9867238562091504,0.006791114807128906,MNAR,30,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,mean,0.9951338199513382,0.9946501800248372,0.9945344707583031,0.9951338199513382,0.9973447712418301,0.13810491561889648,MNAR,30,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,median,0.9914841849148418,0.9884558275998911,0.9854459133867369,0.9914841849148418,0.9953022875816994,0.00804758071899414,MNAR,30,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,median,0.9914841849148418,0.9910997098252653,0.9907602140642728,0.9914841849148418,0.9959150326797386,0.1571359634399414,MNAR,30,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,knn,0.9914841849148418,0.9910997098252653,0.9907602140642728,0.9914841849148418,0.991625816993464,0.0072209835052490234,MNAR,30,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,knn,0.9951338199513382,0.9951338199513382,0.9951338199513382,0.9951338199513382,0.9971405228758169,0.15860962867736816,MNAR,30,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,mean,0.9914841849148418,0.9884558275998911,0.9854459133867369,0.9914841849148418,0.9867238562091504,0.0071010589599609375,MNAR,40,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,mean,0.9951338199513382,0.9946501800248372,0.9945344707583031,0.9951338199513382,0.9973447712418301,0.14877104759216309,MNAR,40,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,median,0.9914841849148418,0.9884558275998911,0.9854459133867369,0.9914841849148418,0.9953022875816994,0.008016347885131836,MNAR,40,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,median,0.9914841849148418,0.9910997098252653,0.9907602140642728,0.9914841849148418,0.9959150326797386,0.14890789985656738,MNAR,40,cpu,
3.4,slovak_manufacture_13,logistic_regression,Classical,knn,0.9914841849148418,0.9910997098252653,0.9907602140642728,0.9914841849148418,0.991625816993464,0.00685882568359375,MNAR,40,cpu,
3.4,slovak_manufacture_13,random_forest,Classical,knn,0.9951338199513382,0.9951338199513382,0.9951338199513382,0.9951338199513382,0.9971405228758169,0.14761710166931152,MNAR,40,cpu,
